kepid,kepoi_name,kepler_name,koi_disposition,koi_prad,koi_period,koi_impact,koi_duration,koi_depth,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,koi_prad_log
5456651,K00835.01,Kepler-239 b,CONFIRMED,2.35,11.76307164,0.048,2.9076,1037.3,616.0,33.99,48.9,4959.0,4.603,0.756,294.20215,40.66341,15.208,1.208960345836975
5456651,K00835.02,Kepler-239 c,CONFIRMED,2.37,56.2279271,0.7,3.57,862.7,366.0,4.22,20.9,4959.0,4.603,0.756,294.20215,40.66341,15.208,1.2149127443642704
5481416,K00836.01,,FALSE POSITIVE,17.06,2.384052875,1.178,3.0918,1268.1,1010.0,244.87,50.5,4794.0,4.58,0.701,299.64285,40.691238,15.836,2.8936995479888394
5531576,K00837.01,Kepler-240 c,CONFIRMED,2.25,7.953547,0.3,2.6312,875.4,696.0,55.37,38.4,4768.0,4.536,0.779,291.15878,40.750271,15.66,1.1786549963416462
5531576,K00837.02,Kepler-240 b,CONFIRMED,1.48,4.14451656,0.004,2.3421,391.8,864.0,132.08,22.8,4768.0,4.536,0.779,291.15878,40.750271,15.66,0.9082585601768908
5534814,K00838.01,,FALSE POSITIVE,38.33,4.859386384,1.259,2.2757,6044.3,1114.0,364.23,269.7,6072.0,4.47,0.988,292.21436,40.759762,15.311,3.671987586443718
6291653,K00850.01,Kepler-702 b,CONFIRMED,8.24,10.526294577,0.644,2.5211,9768.0,713.0,61.16,482.3,5386.0,4.553,0.793,293.87811,41.66177,15.305,2.2235418856535927
6392727,K00851.01,Kepler-703 b,CONFIRMED,5.39,4.583520948,0.045,2.7055,3812.1,1038.0,274.98,99.5,5815.0,4.54,0.877,299.18686,41.74268,15.287,1.8547342683894434
6422070,K00852.01,Kepler-704 b,CONFIRMED,2.66,3.76181843,0.926,3.5176,510.6,1121.0,372.62,35.9,5653.0,4.472,0.949,283.31638,41.83712,15.257,1.297463147413275
6428700,K00853.01,Kepler-242 b,CONFIRMED,3.01,8.20396958,0.823,2.9667,1024.4,742.0,71.5,54.4,5015.0,4.499,0.826,286.5657,41.808399,15.376,1.3887912413184778
6428700,K00853.02,Kepler-242 c,CONFIRMED,3.01,14.49645186,0.97,4.016,647.5,613.0,33.48,25.7,5015.0,4.499,0.826,286.5657,41.808399,15.376,1.3887912413184778
5792202,K00841.03,Kepler-27 d,CONFIRMED,2.19,6.54626149,0.644,2.75,655.9,810.0,101.78,24.8,5251.0,4.581,0.817,292.23676,41.08588,15.855,1.1600209167967532
5794379,K00842.01,Kepler-241 b,CONFIRMED,2.31,12.71809866,0.427,3.0957,1149.4,562.0,23.6,52.7,4702.0,4.592,0.686,292.91312,41.060921,15.389,1.1969481893889715
5794379,K00842.02,Kepler-241 c,CONFIRMED,2.64,36.06588163,0.26,4.3246,1563.8,397.0,5.88,51.7,4702.0,4.592,0.686,292.91312,41.060921,15.389,1.2919836816486494
5881688,K00843.01,Kepler-696 b,CONFIRMED,6.21,4.190425659,0.458,2.8589,2877.4,1234.0,547.9,240.6,6073.0,4.392,1.135,293.49661,41.137589,15.27,1.9754689512968577
6022556,K00844.01,Kepler-697 b,CONFIRMED,4.35,3.709870784,0.023,3.0694,2020.3,1151.0,415.1,116.1,5727.0,4.463,0.978,283.86441,41.346458,15.581,1.6770965609079151
6032497,K00845.01,Kepler-698 b,CONFIRMED,3.75,16.3297527,0.791,6.271,1187.5,727.0,66.08,74.6,5878.0,4.444,0.987,288.51001,41.301769,15.447,1.55814461804655
6061119,K00846.01,Kepler-699 b,CONFIRMED,13.84,27.807566216,0.782,4.21587,25391.0,554.0,22.24,748.1,5862.0,4.584,0.785,296.88821,41.396091,15.482,2.6973262377392344
6191521,K00847.01,Kepler-700 b,CONFIRMED,7.59,80.8723469,0.527,11.195,3604.6,452.0,9.88,160.9,5510.0,4.222,1.238,287.1543,41.565788,15.201,2.150598735996164
6267425,K00848.01,,FALSE POSITIVE,26.82,3.166465862,1.266,2.9381,4357.2,954.0,196.31,122.1,4968.0,4.575,0.704,284.86929,41.679192,15.999,3.325755186495297
3531558,K00118.01,Kepler-467 b,CONFIRMED,2.29,24.99324319,0.686,5.9409,269.6,712.0,60.88,62.0,5718.0,4.181,1.317,287.36279,38.649601,12.377,1.1908875647772805
6276477,K00849.01,Kepler-701 b,CONFIRMED,2.47,10.35533116,0.029,3.1775,750.6,777.0,86.22,49.2,5501.0,4.462,0.918,288.9942,41.633282,15.018,1.244154593958768
6863998,K00867.01,Kepler-709 b,CONFIRMED,3.68,16.08518937,0.867,3.984,1442.4,613.0,33.43,62.6,5239.0,4.523,0.826,292.10519,42.380322,15.219,1.5432981099295553
6867155,K00868.01,,CANDIDATE,10.59,235.9986399,0.778,8.2284,20715.0,188.0,0.29,271.8,4245.0,4.627,0.657,293.00797,42.307201,15.172,2.4501426573516603
6948054,K00869.01,Kepler-245 b,CONFIRMED,2.56,7.49018305,0.02,2.7297,1123.6,753.0,76.06,53.0,5103.0,4.562,0.787,291.63898,42.436321,15.599,1.269760544863939
6948054,K00869.02,Kepler-245 d,CONFIRMED,3.03,36.2761238,0.035,4.7865,1572.6,445.0,9.29,45.5,5103.0,4.562,0.787,291.63898,42.436321,15.599,1.3937663759585914
6948054,K00869.03,Kepler-245 c,CONFIRMED,2.32,17.46087931,0.594,2.2641,812.4,568.0,24.6,22.6,5103.0,4.562,0.787,291.63898,42.436321,15.599,1.199964782928397
6435936,K00854.01,Kepler-705 b,CONFIRMED,1.94,56.0560754,0.018,4.685,1626.0,233.0,0.69,27.4,3593.0,4.757,0.491,289.50848,41.812119,15.849,1.0784095813505903
6522242,K00855.01,Kepler-706 b,CONFIRMED,11.38,41.408316686,0.377,5.0264,22839.0,453.0,9.93,907.8,5522.0,4.586,0.747,291.76041,41.944069,15.196,2.5160822672564502
6526710,K00856.01,,CANDIDATE,14.21,39.74893077,0.881,7.3051,15179.0,552.0,21.87,561.1,6122.0,4.487,0.964,293.17929,41.969238,15.344,2.7219531062712017
6587280,K00857.01,Kepler-243 b,CONFIRMED,2.47,5.715425977,0.348,2.5242,908.1,850.0,123.03,59.4,5237.0,4.572,0.826,285.11047,42.033958,15.086,1.244154593958768
9471974,K00119.01,Kepler-108 b,CONFIRMED,8.2,49.18394185,0.035,11.3364,1646.2,669.0,47.4,355.7,5626.0,3.907,2.057,294.55917,46.062328,12.654,2.2192034840549946
6587280,K00857.02,Kepler-243 c,CONFIRMED,2.28,20.0261412,0.957,1.611,421.2,559.0,23.14,10.7,5237.0,4.572,0.826,285.11047,42.033958,15.086,1.1878434223960523
6599919,K00858.01,,CANDIDATE,19.02,13.61014819,1.081,2.594,5732.9,733.0,68.29,184.1,5697.0,4.46,0.903,289.89777,42.009151,15.06,2.9967317738870745
6675056,K00859.01,,FALSE POSITIVE,2.66,10.44331991,0.23,2.743,1159.8,667.0,46.94,51.7,4947.0,4.516,0.802,286.24356,42.148811,15.546,1.297463147413275
6685526,K00861.01,Kepler-707 b,CONFIRMED,1.41,2.237489571,0.128,1.8119,315.8,1160.0,427.17,30.7,5265.0,4.58,0.81,290.00757,42.116459,15.001,0.8796267475025635
6756669,K00862.01,,FALSE POSITIVE,14.62,5.851520671,0.211,3.11058,33004.0,901.0,155.89,1630.4,5532.0,4.53,0.806,284.08731,42.233231,15.33,2.7485521444115397
6784235,K00863.01,Kepler-708 b,CONFIRMED,2.62,3.167893418,0.026,2.1814,781.2,1221.0,526.23,64.8,5895.0,4.503,0.94,293.81647,42.212502,15.533,1.2864740258376797
6849310,K00864.01,Kepler-244 b,CONFIRMED,3.11,4.311780262,0.196,2.7251,1154.0,1038.0,274.84,86.1,5527.0,4.484,0.927,287.24268,42.301369,15.604,1.413423028508143
6849310,K00864.02,Kepler-244 d,CONFIRMED,2.69,20.0504494,0.383,4.556,840.9,622.0,35.44,37.8,5527.0,4.484,0.927,287.24268,42.301369,15.604,1.3056264580524357
6849310,K00864.03,Kepler-244 c,CONFIRMED,2.67,9.76734503,0.9,1.6585,569.1,791.0,92.46,21.1,5527.0,4.484,0.927,287.24268,42.301369,15.604,1.3001916620664788
6862328,K00865.01,,CANDIDATE,8.98,119.0207044,0.076,8.1405,7430.5,366.0,4.25,223.5,5453.0,4.342,1.062,291.58377,42.36816,15.085,2.300583090323373
9471974,K00119.02,Kepler-108 c,CONFIRMED,7.78,190.3200468,0.812,15.284,1141.7,426.0,7.8,139.3,5626.0,3.907,2.057,294.55917,46.062328,12.654,2.1724764076470255
6862603,K00866.01,,FALSE POSITIVE,4.37,2.861159894,0.965,1.8832,1014.3,1355.0,797.1,58.3,6126.0,4.458,1.021,291.67172,42.343109,15.618,1.6808279085207734
7366258,K00880.01,Kepler-82 b,CONFIRMED,3.91,26.44439337,0.03,3.9783,1843.5,562.0,23.54,88.0,5427.0,4.463,0.929,292.87338,42.966141,15.158,1.5912739418064292
7366258,K00880.02,Kepler-82 c,CONFIRMED,5.51,51.53997972,0.183,6.3994,3644.3,450.0,9.67,155.5,5427.0,4.463,0.929,292.87338,42.966141,15.158,1.873339456220478
7366258,K00880.03,Kepler-82 e,CONFIRMED,2.43,5.902245782,0.209,2.9003,702.3,926.0,173.74,59.3,5427.0,4.463,0.929,292.87338,42.966141,15.158,1.2325602611778486
7366258,K00880.04,Kepler-82 d,CONFIRMED,1.86,2.382951591,0.479,1.8876,391.6,1253.0,583.01,41.4,5427.0,4.463,0.929,292.87338,42.966141,15.158,1.0508216248317612
7373451,K00881.01,Kepler-712 b,CONFIRMED,3.07,21.02250608,0.036,4.1072,1772.5,521.0,17.48,62.4,5067.0,4.585,0.75,294.90973,42.935261,15.859,1.4036429994545037
6948054,K00869.04,Kepler-245 e,CONFIRMED,1.69,3.219814777,0.06,2.0642,488.2,998.0,234.93,30.5,5103.0,4.562,0.787,291.63898,42.436321,15.599,0.9895411936137477
6949607,K00870.01,Kepler-28 b,CONFIRMED,1.73,5.912273234,0.17,2.3254,961.4,585.0,27.72,62.8,4072.0,4.696,0.57,292.13702,42.42942,15.036,1.0043016091968684
6949607,K00870.02,Kepler-28 c,CONFIRMED,1.65,8.98581901,0.008,2.8606,881.3,509.0,15.9,51.8,4072.0,4.696,0.57,292.13702,42.42942,15.036,0.9745596399981308
7031517,K00871.01,,CANDIDATE,22.94,12.940668656,0.897,2.4845,42450.0,723.0,64.64,307.5,5875.0,4.572,0.809,291.11969,42.507069,15.215,3.1755507001298273
11869052,K00120.01,,FALSE POSITIVE,2.41,20.5452375,0.95,2.517,218.5,742.0,71.57,18.5,5670.0,4.206,1.264,294.40192,50.172089,12.003,1.2267122912954254
7109675,K00872.01,Kepler-46 b,CONFIRMED,8.46,33.60123371,0.67,4.4056,7425.9,495.0,14.22,247.9,5149.0,4.447,0.93,289.26874,42.604172,15.262,2.247072383063787
7109675,K00872.02,Kepler-46 d,CONFIRMED,1.97,6.76652928,0.429,2.9004,450.7,845.0,120.48,29.2,5149.0,4.447,0.93,289.26874,42.604172,15.262,1.0885619528146082
7118364,K00873.01,Kepler-710 b,CONFIRMED,2.36,4.347288783,0.025,2.1024,451.6,1174.0,449.79,39.7,5754.0,4.345,1.122,291.96417,42.69614,15.024,1.2119409739751128
7134976,K00874.01,Kepler-246 b,CONFIRMED,2.35,4.601811819,0.567,2.2607,755.9,896.0,152.91,60.8,4986.0,4.496,0.833,296.48343,42.663429,15.024,1.208960345836975
7134976,K00874.02,Kepler-246 c,CONFIRMED,1.55,11.18719905,0.387,3.252,353.6,667.0,46.65,21.9,4986.0,4.496,0.833,296.48343,42.663429,15.024,0.9360933591703349
7135852,K00875.01,Kepler-1729 b,CONFIRMED,2.62,4.220965778,0.705,3.0854,2260.0,595.0,29.68,157.8,3837.0,4.747,0.517,296.69394,42.62611,15.692,1.2864740258376797
7270230,K00876.01,,FALSE POSITIVE,588.66,6.998099523,7.361,2.0488,20285.0,853.0,125.22,192.3,5612.0,4.566,0.829,287.88412,42.832439,15.877,6.379546099605266
7287995,K00877.01,Kepler-81 b,CONFIRMED,2.33,5.95489993,0.327,2.3892,1410.7,635.0,38.52,87.2,4261.0,4.641,0.633,293.63696,42.82497,15.019,1.2029723039923526
7287995,K00877.02,Kepler-81 c,CONFIRMED,2.18,12.03987488,0.286,2.7363,1250.6,502.0,15.06,57.6,4261.0,4.641,0.633,293.63696,42.82497,15.019,1.1568811967920856
7287995,K00877.03,Kepler-81 d,CONFIRMED,1.42,20.83762895,0.706,2.3734,439.0,418.0,7.24,14.9,4261.0,4.641,0.633,293.63696,42.82497,15.019,0.883767540168595
3247396,K00121.01,,FALSE POSITIVE,63.66,8.8111022,1.223,5.0683,401.1,1399.0,904.92,76.8,6200.0,3.8,2.404,294.46088,38.383461,12.759,4.169142772297287
7303253,K00878.01,Kepler-711 b,CONFIRMED,3.16,23.58917143,0.926,5.073,1200.7,487.0,13.34,53.3,4919.0,4.566,0.721,297.46002,42.83992,15.316,1.425515074273172
5094751,K00123.01,Kepler-109 b,CONFIRMED,2.54,6.481633073,0.833,3.784,298.5,1145.0,406.25,125.6,5945.0,4.213,1.302,290.39273,40.28487,12.365,1.264126727145683
7678434,K00892.01,Kepler-716 b,CONFIRMED,3.2,10.37168928,0.537,3.035,1254.9,720.0,63.68,64.5,5121.0,4.457,0.888,290.39322,43.363899,15.193,1.4350845252893227
7678434,K00892.02,Kepler-716 c,CONFIRMED,1.78,3.96996298,0.836,1.1757,299.2,992.0,229.37,15.0,5121.0,4.457,0.888,290.39322,43.363899,15.193,1.0224509277025458
7685981,K00893.01,Kepler-717 b,CONFIRMED,2.66,4.40841331,0.899,5.012,549.4,1139.0,398.0,45.1,6007.0,4.457,0.961,292.96555,43.34639,15.662,1.297463147413275
7708215,K00894.01,,FALSE POSITIVE,4.68,7.9426176,0.942,6.703,1590.7,878.0,140.57,60.4,5811.0,4.521,0.926,299.00143,43.399632,15.26,1.7369512327330598
7373451,K00881.02,Kepler-712 c,CONFIRMED,4.53,226.8904775,0.731,7.558,3136.4,236.0,0.73,46.8,5067.0,4.585,0.75,294.90973,42.935261,15.859,1.7101878155342434
7377033,K00882.01,,FALSE POSITIVE,21.58,1.956811408,1.091,2.1958,24905.0,1109.0,357.16,125.4,5209.0,4.657,0.603,295.83536,42.943062,15.533,3.1170645587215158
7380537,K00883.01,,CANDIDATE,12.04,2.688899233,0.001,2.11275,37492.0,929.0,175.76,1011.6,4820.0,4.667,0.639,296.68307,42.967869,15.766,2.5680215564985067
7434875,K00884.01,Kepler-247 c,CONFIRMED,4.16,9.439459486,0.049,2.8979,3036.1,686.0,52.32,175.2,5097.0,4.597,0.779,288.64252,43.039291,15.067,1.6409365794934714
8349582,K00122.01,Kepler-95 b,CONFIRMED,3.13,11.523067458,0.0,3.8757,507.3,927.0,174.81,142.0,5644.0,4.162,1.411,284.48245,44.398041,12.346,1.4182774069729414
7434875,K00884.02,Kepler-247 d,CONFIRMED,2.92,20.47748843,0.497,2.8364,1382.4,530.0,18.65,52.7,5097.0,4.597,0.779,288.64252,43.039291,15.067,1.366091653802371
7434875,K00884.03,Kepler-247 b,CONFIRMED,1.74,3.336123113,0.252,1.9616,516.3,970.0,209.79,41.6,5097.0,4.597,0.779,288.64252,43.039291,15.067,1.007957920399979
7455287,K00886.01,Kepler-54 b,CONFIRMED,1.72,8.01078456,0.192,2.312,1333.6,453.0,9.9,48.5,3713.0,4.779,0.47,294.77393,43.056301,15.847,1.000631880307906
7455287,K00886.02,Kepler-54 c,CONFIRMED,1.29,12.07134205,0.014,4.3224,759.2,395.0,5.74,31.0,3713.0,4.779,0.47,294.77393,43.056301,15.847,0.8285518175661483
7455287,K00886.03,Kepler-54 d,CONFIRMED,1.3,20.99587872,0.228,2.6333,767.3,328.0,2.74,18.2,3713.0,4.779,0.47,294.77393,43.056301,15.847,0.832909122935104
7458762,K00887.01,Kepler-713 b,CONFIRMED,2.45,7.41113177,0.712,2.5242,620.5,905.0,158.11,50.4,5849.0,4.517,0.919,295.65149,43.029831,15.031,1.2383742310432684
7552344,K00888.01,,FALSE POSITIVE,4.14,1.000747038,0.908,0.9967,1823.5,1620.0,1635.2,147.4,5472.0,4.499,0.79,297.97513,43.164909,15.419,1.6370530794670737
757450,K00889.01,Kepler-75 b,CONFIRMED,10.51,8.884922995,0.069,2.07004,16053.0,770.0,83.21,388.2,5332.0,4.5,0.843,291.1376,36.577381,15.264,2.4432162227337915
7585481,K00890.01,Kepler-714 b,CONFIRMED,8.95,8.09888906,0.018,4.20241,6911.1,986.0,223.19,435.9,6214.0,4.442,1.076,282.69952,43.272739,15.261,2.2975725511705014
7663691,K00891.01,Kepler-715 b,CONFIRMED,3.52,10.00653012,0.862,5.344,936.1,876.0,139.21,71.9,6063.0,4.47,1.001,283.63077,43.379398,15.063,1.5085119938441398
5812701,K00012.01,Kepler-448 b,CONFIRMED,13.16,17.855221681,0.075,7.41287,9065.2,911.0,163.04,915.7,6823.0,4.308,1.367,297.45374,41.01099,11.353,2.6504210882655737
8013419,K00901.01,,CANDIDATE,4.87,12.732624065,0.811,2.2083,6465.7,432.0,8.22,210.5,3950.0,4.721,0.541,285.16748,43.876339,15.75,1.7698546338400052
8018547,K00902.01,,CANDIDATE,4.78,83.92494032,0.658,6.7904,7958.7,226.0,0.62,182.1,3960.0,4.746,0.509,287.85239,43.897991,15.754,1.7544036826842861
8039892,K00903.01,Kepler-719 b,CONFIRMED,6.96,5.007316661,0.344,4.2362,6932.3,998.0,234.28,431.4,5865.0,4.563,0.827,295.53613,43.884449,15.813,2.0744289998562917
8150320,K00904.01,Kepler-55 d,CONFIRMED,1.85,2.211116989,0.69,1.6485,724.2,931.0,177.19,42.6,4500.0,4.656,0.646,285.16833,44.026459,15.791,1.0473189942805592
8150320,K00904.02,Kepler-55 b,CONFIRMED,1.9,27.9541337,0.063,3.95,942.5,400.0,6.04,25.4,4500.0,4.656,0.646,285.16833,44.026459,15.791,1.0647107369924282
11086270,K00124.01,Kepler-110 b,CONFIRMED,2.57,12.69104387,0.008,3.7727,252.1,1008.0,244.3,60.2,5869.0,4.024,1.626,292.92914,48.60281,12.935,1.2725655957915476
7767559,K00895.01,,FALSE POSITIVE,10.95,4.409409243,0.028,3.8636,12861.0,1101.0,347.06,85.8,5600.0,4.368,0.975,296.41019,43.455391,15.403,2.4807312783775197
7825899,K00896.01,Kepler-248 c,CONFIRMED,4.14,16.23947096,0.043,4.0374,2590.7,598.0,30.14,123.8,5191.0,4.564,0.837,293.0614,43.58136,15.258,1.6370530794670737
7825899,K00896.02,Kepler-248 b,CONFIRMED,2.96,6.308201629,0.03,2.9785,1328.5,819.0,106.44,86.2,5191.0,4.564,0.837,293.0614,43.58136,15.258,1.3762440252663892
7849854,K00897.01,Kepler-718 b,CONFIRMED,13.12,2.052349884,0.437,2.0778,14281.0,1497.0,1183.18,1072.1,5855.0,4.393,1.08,299.56189,43.503559,15.257,2.647592232065096
7870390,K00898.01,Kepler-83 b,CONFIRMED,2.23,9.7704486,0.09,2.4517,1897.8,460.0,10.59,58.0,3906.0,4.73,0.509,282.23251,43.66563,15.777,1.172482137234565
7870390,K00898.02,Kepler-83 d,CONFIRMED,1.66,5.169804269,0.351,2.153,1037.4,569.0,24.75,41.4,3906.0,4.73,0.509,282.23251,43.66563,15.777,0.9783261227936076
5094751,K00123.02,Kepler-109 c,CONFIRMED,2.48,21.22261195,0.02,6.5093,366.0,771.0,83.56,114.9,5945.0,4.213,1.302,290.39273,40.28487,12.365,1.247032293786383
7870390,K00898.03,Kepler-83 c,CONFIRMED,2.25,20.09017037,0.886,4.154,1432.1,362.0,4.05,36.9,3906.0,4.73,0.509,282.23251,43.66563,15.777,1.1786549963416462
7907423,K00899.01,Kepler-249 c,CONFIRMED,1.16,7.11373257,0.334,2.1764,807.6,429.0,8.01,44.4,3561.0,4.855,0.411,296.98505,43.65852,15.234,0.7701082216960736
7907423,K00899.02,Kepler-249 b,CONFIRMED,0.91,3.306551643,0.001,1.8177,509.2,554.0,22.19,37.8,3561.0,4.855,0.411,296.98505,43.65852,15.234,0.6471032420585384
7907423,K00899.03,Kepler-249 d,CONFIRMED,1.11,15.36845737,0.115,2.4714,756.1,332.0,2.86,30.9,3561.0,4.855,0.411,296.98505,43.65852,15.234,0.7466879474879752
7938496,K00900.01,Kepler-1730 b,CONFIRMED,4.56,13.81020318,0.791,3.048,1309.7,833.0,113.75,46.2,5942.0,4.327,1.142,281.96063,43.70311,15.425,1.715598108262491
8490993,K00911.01,Kepler-722 b,CONFIRMED,2.85,4.093578461,0.93,2.5833,538.6,1182.0,461.07,36.4,6077.0,4.471,0.999,290.26328,44.55645,15.399,1.3480731482996928
8490993,K00911.02,Kepler-722 c,CONFIRMED,3.43,105.145959,0.964,8.593,685.4,401.0,6.09,15.4,6077.0,4.471,0.999,290.26328,44.55645,15.399,1.4883995840570443
8505670,K00912.01,Kepler-252 c,CONFIRMED,2.34,10.8484518,0.21,2.9993,1675.6,499.0,14.66,64.5,4201.0,4.682,0.591,295.57935,44.545959,15.058,1.205970806988609
8505670,K00912.02,Kepler-252 b,CONFIRMED,1.18,6.66833241,0.644,1.915,362.3,587.0,28.06,14.2,4201.0,4.682,0.591,295.57935,44.545959,15.058,0.7793248768009976
8544996,K00913.01,Kepler-723 b,CONFIRMED,10.55,4.082274889,0.093,3.23015,17859.0,1016.0,251.48,1669.1,5655.0,4.581,0.794,284.83047,44.658138,15.198,2.446685436967803
8552202,K00914.01,,CANDIDATE,1.87,3.886655224,0.649,3.1646,581.6,1010.0,246.29,48.1,5662.0,4.61,0.738,288.72665,44.60751,15.371,1.0543120297715298
8150320,K00904.03,Kepler-55 c,CONFIRMED,1.85,42.1406089,0.045,5.083,895.5,349.0,3.49,21.6,4500.0,4.656,0.646,285.16833,44.026459,15.791,1.0473189942805592
8150320,K00904.04,Kepler-55 e,CONFIRMED,1.62,4.617490562,0.649,2.2618,575.8,728.0,66.47,28.1,4500.0,4.656,0.646,285.16833,44.026459,15.791,0.9631743177730056
8150320,K00904.05,Kepler-55 f,CONFIRMED,1.75,10.19849255,0.714,2.4283,634.1,559.0,23.11,21.4,4500.0,4.656,0.646,285.16833,44.026459,15.791,1.0116009116784799
8180063,K00905.01,,FALSE POSITIVE,4.33,5.795063956,0.949,3.2496,1692.9,950.0,192.74,119.4,5865.0,4.563,0.827,296.50754,44.036072,15.289,1.673351238177753
8226994,K00906.01,Kepler-250 c,CONFIRMED,2.47,7.15681552,0.45,2.5882,867.0,782.0,88.23,47.7,5029.0,4.494,0.838,289.59476,44.141949,15.46,1.244154593958768
8226994,K00906.02,Kepler-250 d,CONFIRMED,2.43,17.64830851,0.653,2.0873,763.3,579.0,26.49,23.8,5029.0,4.494,0.838,289.59476,44.141949,15.46,1.2325602611778486
8226994,K00906.03,Kepler-250 b,CONFIRMED,1.08,4.14810719,0.093,2.535,175.2,938.0,182.76,12.9,5029.0,4.494,0.838,289.59476,44.141949,15.46,0.7323678937132266
8247638,K00907.01,Kepler-251 c,CONFIRMED,2.72,16.51410989,0.395,4.1575,973.5,655.0,43.57,55.9,5527.0,4.488,0.866,296.56622,44.105862,15.223,1.3137236682850553
8247638,K00907.02,Kepler-251 d,CONFIRMED,3.14,30.1329298,0.839,5.172,1015.8,536.0,19.55,44.8,5527.0,4.488,0.866,296.56622,44.105862,15.223,1.420695787837223
8247638,K00907.03,Kepler-251 b,CONFIRMED,1.36,4.79090809,0.11,2.603,251.3,990.0,227.24,21.2,5527.0,4.488,0.866,296.56622,44.105862,15.223,0.8586616190375187
11086270,K00124.02,Kepler-110 c,CONFIRMED,3.09,31.71981013,0.125,4.819,363.4,743.0,71.97,63.1,5869.0,4.024,1.626,292.92914,48.60281,12.935,1.4085449700547104
8247638,K00907.04,Kepler-251 e,CONFIRMED,2.64,99.6415962,0.028,4.448,952.5,360.0,3.97,22.7,5527.0,4.488,0.866,296.56622,44.105862,15.223,1.2919836816486494
8255887,K00908.01,Kepler-720 b,CONFIRMED,10.6,4.708326451,0.061,3.16114,7912.7,1162.0,431.02,633.4,5560.0,4.246,1.21,298.63565,44.17094,15.113,2.451005098112319
8256049,K00909.01,,FALSE POSITIVE,540.37,16.37198661,9.303,3.8449,4147.6,438.0,8.71,54.5,4187.0,4.656,0.592,298.67862,44.175499,15.654,6.294102963749818
8414716,K00910.01,Kepler-721 b,CONFIRMED,2.68,5.392026903,0.314,2.9804,1151.4,850.0,123.33,77.4,5198.0,4.589,0.801,284.43051,44.48053,15.651,1.3029127521808397
9140402,K00928.01,,CANDIDATE,2.42,2.494170338,0.095,1.1221,863.7,1194.0,480.19,69.2,5569.0,4.566,0.829,284.75943,45.599129,15.251,1.2296405510745139
9141746,K00929.01,Kepler-730 b,CONFIRMED,9.66,6.491682808,0.535,4.301,7163.3,1062.0,301.54,502.3,6123.0,4.413,1.107,285.55481,45.578861,15.649,2.3664984187376983
9159275,K00930.01,,FALSE POSITIVE,24.54,3.044770796,1.252,10.0134,1695.0,1076.0,317.36,203.5,5525.0,4.603,0.753,293.68494,45.51683,15.621,3.2402458506043934
9166862,K00931.01,Kepler-731 b,CONFIRMED,13.61,3.855603916,0.348,3.2179,16653.0,1212.0,508.65,1173.9,6033.0,4.46,1.046,296.39316,45.568562,15.272,2.681706225762608
9166870,K00932.01,,FALSE POSITIVE,3.57,3.855599139,0.864,3.183,1030.9,1158.0,425.74,90.1,5936.0,4.501,0.965,296.39542,45.56992,15.054,1.5195132049061133
11449844,K00125.01,Kepler-468 b,CONFIRMED,13.26,38.47876629,0.003,5.04169,23530.0,484.0,13.01,1077.8,5510.0,4.539,0.879,288.90222,49.370491,13.779,2.65745841498615
8605074,K00915.01,,FALSE POSITIVE,27.22,37.601661282,0.408,8.30604,59130.0,606.0,31.86,1667.3,6140.0,4.354,1.096,282.30603,44.714661,15.505,3.340030946424668
8628973,K00916.01,Kepler-724 b,CONFIRMED,3.94,3.314947362,0.799,1.8007,1398.2,1155.0,421.03,123.5,5609.0,4.481,0.944,293.45483,44.792789,15.142,1.597365331199831
8655354,K00917.01,,FALSE POSITIVE,4.37,6.71969089,0.985,3.0231,969.7,952.0,194.18,45.4,5931.0,4.479,0.866,301.04956,44.706299,15.172,1.6808279085207734
8672910,K00918.01,Kepler-725 b,CONFIRMED,10.98,39.6431552,0.062,6.5292,15664.0,472.0,11.74,690.3,5231.0,4.455,0.9,283.97751,44.811562,15.011,2.4832385926873033
8686150,K00919.01,,FALSE POSITIVE,29.66,51.42598578,0.203,16.9422,66068.0,549.0,21.4,1843.8,6257.0,4.41,1.147,290.63898,44.806789,15.631,3.422958873443668
8689031,K00920.01,Kepler-726 b,CONFIRMED,2.6,21.80451611,0.751,3.4097,1144.9,543.0,20.48,49.9,5481.0,4.629,0.708,291.71732,44.88731,15.067,1.2809338454620642
8689373,K00921.01,Kepler-253 c,CONFIRMED,2.53,10.28194593,0.168,3.4366,1110.7,680.0,50.6,55.0,5196.0,4.593,0.775,291.84198,44.858089,15.532,1.2612978709452054
8689373,K00921.02,Kepler-253 d,CONFIRMED,2.95,18.11993039,0.206,4.2309,1506.9,563.0,23.77,60.7,5196.0,4.593,0.775,291.84198,44.858089,15.532,1.3737155789130306
8689373,K00921.03,Kepler-253 b,CONFIRMED,1.7,3.78402867,0.691,1.9012,426.1,949.0,191.78,25.6,5196.0,4.593,0.775,291.84198,44.858089,15.532,0.9932517730102833
8826878,K00922.01,Kepler-727 b,CONFIRMED,2.94,5.15448142,0.933,3.228,697.5,964.0,204.1,48.1,5431.0,4.457,0.884,294.84689,45.034409,15.365,1.3711807233098425
